epoch,objective,train_loss,train_accuracy,valid_loss,valid_accuracy,st_worker_timestamp,st_worker_time,st_worker_iter,st_decision,st_status,trial_id,config_signal,config_background,config_channel,config_model,config_optimizer,config_scheduler,config_initLR,config_nNodes,config_weight_decay,config_max_epochs,st_tuner_time
1,0.0006759249567985,0.0006761100850244,0.5629532383095774,0.0006759249567985,0.5665,1722125963.7941468,10.17959101300221,0,CONTINUE,InProgress,3,MHc-130_MA-90,ttZ,Combined,ParticleNet,RMSprop,ReduceLROnPlateau,0.0001882165304864,52,0.0033278758312367,81,30.11380967698642
1,0.0007046285650746,0.0007027995365802,0.5005001250312578,0.0007042064815759,0.497,1722125963.79419,10.207815250993008,0,CONTINUE,InProgress,4,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adadelta,ExponentialLR,0.0058796028801387,40,9.032015351565142e-05,81,30.117336724011693
1,0.0006977658122777,0.0006980451718662,0.4858714678669667,0.0006977658122777,0.49375,1722125963.8163853,10.223923732992262,0,CONTINUE,InProgress,2,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adam,CyclicLR,0.0001241830821568,65,3.1602462667339045e-05,81,30.1173878099944
1,0.0006966464221477,0.0006977862851504,0.4996249062265566,0.0006966464221477,0.50325,1722125963.9228444,10.306191990006482,0,CONTINUE,InProgress,0,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adam,ExponentialLR,0.001,64,0.0003162277660168,81,30.117424980009677
1,0.0006985177343354,0.0006983558120772,0.4728682170542636,0.0006984803676605,0.4705,1722125963.9716775,10.384371369000291,0,CONTINUE,InProgress,1,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adadelta,CyclicLR,0.0003807170922352,66,1.4977658426189138e-05,81,30.117454977007583
2,0.0007098437622167,0.0007075319985623,0.501937984496124,0.0007093102782964,0.49725,1722125965.585858,11.999483113002498,1,CONTINUE,InProgress,4,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adadelta,ExponentialLR,0.0058796028801387,40,9.032015351565142e-05,81,30.11748388200067
2,0.0006929170936346,0.0006930874970353,0.5215678919729932,0.0006929170936346,0.52375,1722125965.6216536,12.029192052985309,1,CONTINUE,InProgress,2,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adam,CyclicLR,0.0001241830821568,65,3.1602462667339045e-05,81,30.117510392010445
2,0.0006496690615653,0.0006482754946947,0.6247811952988247,0.0006493474692106,0.62375,1722125965.622218,12.007662841002457,1,CONTINUE,InProgress,3,MHc-130_MA-90,ttZ,Combined,ParticleNet,RMSprop,ReduceLROnPlateau,0.0001882165304864,52,0.0033278758312367,81,30.117547522007957
2,0.0006676350764388,0.000666877356849,0.5995248812203051,0.0006674602180719,0.603,1722125965.780789,12.164136537990998,1,CONTINUE,InProgress,0,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adam,ExponentialLR,0.001,64,0.0003162277660168,81,30.11757531398325
2,0.0007014238983392,0.0007020046738393,0.4794323580895224,0.0007014238983392,0.47675,1722125965.8346407,12.247334758983923,1,CONTINUE,InProgress,1,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adadelta,CyclicLR,0.0003807170922352,66,1.4977658426189138e-05,81,30.117606652987888
3,0.0007078813724963,0.0007062594118223,0.5094398599649912,0.0007075070738792,0.4995,1722125967.725303,14.138928391999798,2,CONTINUE,InProgress,4,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adadelta,ExponentialLR,0.0058796028801387,40,9.032015351565142e-05,81,35.15168493401143
3,0.0006855665633442,0.0006833697526447,0.5539509877469367,0.0006850596070289,0.54725,1722125967.757333,14.164871426008176,2,CONTINUE,InProgress,2,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adam,CyclicLR,0.0001241830821568,65,3.1602462667339045e-05,81,35.15173788298853
3,0.0006471020504295,0.0006461399000684,0.6245936484121031,0.0006468800157308,0.63175,1722125967.762495,14.147939949994909,2,CONTINUE,InProgress,3,MHc-130_MA-90,ttZ,Combined,ParticleNet,RMSprop,ReduceLROnPlateau,0.0001882165304864,52,0.0033278758312367,81,35.15177019400289
3,0.000654414393172,0.0006504781985765,0.6274693673418354,0.0006535060405731,0.61925,1722125968.0129154,14.39626280599623,2,CONTINUE,InProgress,0,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adam,ExponentialLR,0.001,64,0.0003162277660168,81,35.15179921899107
3,0.0007038889378309,0.0007043181247608,0.4816829207301825,0.0007038889378309,0.491,1722125968.0563557,14.469049466977594,2,CONTINUE,InProgress,1,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adadelta,CyclicLR,0.0003807170922352,66,1.4977658426189138e-05,81,35.151827852998395
4,0.0006374252215821,0.0006318876492318,0.6490372593148287,0.0006361473202705,0.641,1722125969.4148598,15.800304472009884,3,CONTINUE,InProgress,3,MHc-130_MA-90,ttZ,Combined,ParticleNet,RMSprop,ReduceLROnPlateau,0.0001882165304864,52,0.0033278758312367,81,35.15185662798467
4,0.0007063525753457,0.0007044841987426,0.510752688172043,0.0007059214115142,0.506,1722125969.4360714,15.84969644001103,3,CONTINUE,InProgress,4,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adadelta,ExponentialLR,0.0058796028801387,40,9.032015351565142e-05,81,35.15188523198594
4,0.0006826008564153,0.0006795844515432,0.5655163790947737,0.0006819047629833,0.5595,1722125969.4742773,15.881815759988967,3,CONTINUE,InProgress,2,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adam,CyclicLR,0.0001241830821568,65,3.1602462667339045e-05,81,35.15191307399073
4,0.0006548363619664,0.0006494407923288,0.6315953988497124,0.0006535912305116,0.62425,1722125969.7343936,16.117741207999643,3,CONTINUE,InProgress,0,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adam,ExponentialLR,0.001,64,0.0003162277660168,81,35.15194810999674
4,0.0007045796066522,0.0007051270837991,0.4847461865466366,0.0007045796066522,0.49,1722125969.7704644,16.18315830998472,3,CONTINUE,InProgress,1,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adadelta,CyclicLR,0.0003807170922352,66,1.4977658426189138e-05,81,35.15197624301072
5,0.0006368910781441,0.0006289887455112,0.6517254313578394,0.0006350674629211,0.64375,1722125971.50424,17.88968444202328,4,CONTINUE,InProgress,3,MHc-130_MA-90,ttZ,Combined,ParticleNet,RMSprop,ReduceLROnPlateau,0.0001882165304864,52,0.0033278758312367,81,35.15209678100655
5,0.0007049871015944,0.0007032210318915,0.5111277819454864,0.0007045795470476,0.50775,1722125971.5315268,17.94515183698968,4,STOP,InProgress,4,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adadelta,ExponentialLR,0.0058796028801387,40,9.032015351565142e-05,81,35.15219616799732
5,0.0006810207777323,0.0006776493760936,0.5723930982745686,0.0006802427619695,0.57075,1722125971.5649006,17.97243924700888,4,STOP,InProgress,2,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adam,CyclicLR,0.0001241830821568,65,3.1602462667339045e-05,81,35.152482949983096
5,0.0006518546403303,0.0006444939570773,0.6374718679669917,0.0006501560211181,0.62475,1722125971.923252,18.306599364994327,4,CONTINUE,InProgress,0,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adam,ExponentialLR,0.001,64,0.0003162277660168,81,35.152708465000615
5,0.000704150468111,0.0007049112871129,0.4865591397849462,0.000704150468111,0.49325,1722125971.96244,18.37513407098595,4,STOP,InProgress,1,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adadelta,CyclicLR,0.0003807170922352,66,1.4977658426189138e-05,81,35.15280631999485
6,0.0006346538544025,0.0006261165588013,0.6571642910727682,0.0006326837092638,0.64275,1722125973.1331055,19.518550275010057,5,CONTINUE,InProgress,3,MHc-130_MA-90,ttZ,Combined,ParticleNet,RMSprop,ReduceLROnPlateau,0.0001882165304864,52,0.0033278758312367,81,40.493473181006266
6,0.0006492084063125,0.0006415055420554,0.6384096024006002,0.0006474308222532,0.6245,1722125973.521746,19.905094057001406,5,CONTINUE,InProgress,0,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adam,ExponentialLR,0.001,64,0.0003162277660168,81,40.49349555399385
7,0.0006303283907389,0.0006233703221163,0.6611027756939235,0.0006287226825952,0.64825,1722125974.594715,20.980159249011194,6,CONTINUE,InProgress,3,MHc-130_MA-90,ttZ,Combined,ParticleNet,RMSprop,ReduceLROnPlateau,0.0001882165304864,52,0.0033278758312367,81,40.49351118298364
7,0.0006459409283299,0.0006383485937452,0.6418479619904977,0.000644188851118,0.6285,1722125974.9375086,21.320856434991583,6,CONTINUE,InProgress,0,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adam,ExponentialLR,0.001,64,0.0003162277660168,81,40.493525559984846
8,0.0006311333014152,0.0006225723926947,0.6596024006001501,0.0006291577070951,0.649,1722125976.503956,22.889400590007423,7,CONTINUE,InProgress,3,MHc-130_MA-90,ttZ,Combined,ParticleNet,RMSprop,ReduceLROnPlateau,0.0001882165304864,52,0.0033278758312367,81,40.49353979699663
8,0.0006440319402932,0.0006361469033957,0.6431607901975493,0.0006422123163938,0.63375,1722125976.8938403,23.2771877500054,7,CONTINUE,InProgress,0,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adam,ExponentialLR,0.001,64,0.0003162277660168,81,40.49355371299316
9,0.0006237462125981,0.0006184177074947,0.6674168542135533,0.0006225165575742,0.65525,1722125977.917344,24.302787815016927,8,CONTINUE,InProgress,3,MHc-130_MA-90,ttZ,Combined,ParticleNet,RMSprop,ReduceLROnPlateau,0.0001882165304864,52,0.0033278758312367,81,40.49356748900027
9,0.0006411700358973,0.0006319552838847,0.6481620405101275,0.0006390435546636,0.6395,1722125978.29766,24.681006867002,8,CONTINUE,InProgress,0,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adam,ExponentialLR,0.001,64,0.0003162277660168,81,45.49501712899655
10,0.0006226894377443,0.0006151612951446,0.6687296824206052,0.0006209521740674,0.66375,1722125979.74261,26.12805373701849,9,CONTINUE,InProgress,3,MHc-130_MA-90,ttZ,Combined,ParticleNet,RMSprop,ReduceLROnPlateau,0.0001882165304864,52,0.0033278758312367,81,45.49710291600786
10,0.0006377761770584,0.0006273828631313,0.6517879469867467,0.0006353777199983,0.64075,1722125980.133076,26.51642281498061,9,CONTINUE,InProgress,0,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adam,ExponentialLR,0.001,64,0.0003162277660168,81,45.49712374500814
11,0.0006198447995072,0.000612094752429,0.6709177294323581,0.0006180563271045,0.66675,1722125981.1370275,27.52247155099758,10,CONTINUE,InProgress,3,MHc-130_MA-90,ttZ,Combined,ParticleNet,RMSprop,ReduceLROnPlateau,0.0001882165304864,52,0.0033278758312367,81,45.497138864011504
11,0.0006353718231404,0.0006227357055461,0.6568517129282321,0.0006324557960033,0.64375,1722125981.5620322,27.945378923992397,10,CONTINUE,InProgress,0,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adam,ExponentialLR,0.001,64,0.0003162277660168,81,45.49715288999141
12,0.0006263757677026,0.0006148849622581,0.6710427606901725,0.0006237240433692,0.655,1722125982.9467535,29.33219792501768,11,CONTINUE,InProgress,3,MHc-130_MA-90,ttZ,Combined,ParticleNet,RMSprop,ReduceLROnPlateau,0.0001882165304864,52,0.0033278758312367,81,45.497166446002666
12,0.0006352622607721,0.0006228561221316,0.6577894473618404,0.0006323993057012,0.64475,1722125983.370368,29.75371458299924,11,CONTINUE,InProgress,0,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adam,ExponentialLR,0.001,64,0.0003162277660168,81,50.51348859400605
13,0.0006183670207746,0.0006084095935399,0.6774193548387096,0.0006160691529512,0.66575,1722125984.37508,30.76052385399817,12,CONTINUE,InProgress,3,MHc-130_MA-90,ttZ,Combined,ParticleNet,RMSprop,ReduceLROnPlateau,0.0001882165304864,52,0.0033278758312367,81,50.51352045399835
13,0.0006340663866851,0.0006213613296038,0.6607901975493874,0.0006311344504356,0.6495,1722125984.790544,31.173890910984483,12,CONTINUE,InProgress,0,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adam,ExponentialLR,0.001,64,0.0003162277660168,81,50.51354401899152
14,0.0006210980820895,0.0006106403260625,0.6783570892723181,0.0006186847537755,0.66475,1722125986.19773,32.583173960010754,13,CONTINUE,InProgress,3,MHc-130_MA-90,ttZ,Combined,ParticleNet,RMSprop,ReduceLROnPlateau,0.0001882165304864,52,0.0033278758312367,81,50.51356590000796
14,0.0006330785641881,0.0006189663377694,0.6634158539634909,0.000629821896553,0.649,1722125986.6199944,33.00334145099623,13,CONTINUE,InProgress,0,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adam,ExponentialLR,0.001,64,0.0003162277660168,81,50.51358701000572
15,0.0006184016618584,0.0006094429829204,0.6781070267566892,0.0006163342744112,0.66425,1722125987.609935,33.995378904015524,14,CONTINUE,InProgress,3,MHc-130_MA-90,ttZ,Combined,ParticleNet,RMSprop,ReduceLROnPlateau,0.0001882165304864,52,0.0033278758312367,81,50.51369521400193
15,0.0006329226751056,0.0006187406815001,0.6628532133033258,0.0006296499073505,0.6475,1722125988.070893,34.45424010200077,14,STOP,InProgress,0,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adam,ExponentialLR,0.001,64,0.0003162277660168,81,55.51530929398723
16,0.0006149969270744,0.0006052127560248,0.6866716679169792,0.0006127390414476,0.671,1722125989.466488,35.85193204501411,15,CONTINUE,InProgress,3,MHc-130_MA-90,ttZ,Combined,ParticleNet,RMSprop,ReduceLROnPlateau,0.0001882165304864,52,0.0033278758312367,81,55.515503670991166
17,0.0006129475744803,0.0006020138802663,0.6890472618154538,0.000610424414277,0.679,1722125990.8928854,37.27832970500458,16,CONTINUE,InProgress,3,MHc-130_MA-90,ttZ,Combined,ParticleNet,RMSprop,ReduceLROnPlateau,0.0001882165304864,52,0.0033278758312367,81,55.51552776698372
18,0.0006094694321003,0.0005993135804443,0.6885471367841961,0.0006071257740259,0.6825,1722125992.3059654,38.69140899900231,17,CONTINUE,InProgress,3,MHc-130_MA-90,ttZ,Combined,ParticleNet,RMSprop,ReduceLROnPlateau,0.0001882165304864,52,0.0033278758312367,81,55.515546681999695
19,0.0006115538571798,0.0006029396936219,0.6901100275068767,0.0006095659732818,0.683,1722125994.1752074,40.56065113801742,18,CONTINUE,InProgress,3,MHc-130_MA-90,ttZ,Combined,ParticleNet,RMSprop,ReduceLROnPlateau,0.0001882165304864,52,0.0033278758312367,81,60.81145303600351
20,0.0006064348202335,0.0005951323272824,0.6997374343585896,0.0006038265526294,0.6895,1722125995.5670805,41.95252451000852,19,CONTINUE,InProgress,3,MHc-130_MA-90,ttZ,Combined,ParticleNet,RMSprop,ReduceLROnPlateau,0.0001882165304864,52,0.0033278758312367,81,60.81385280500399
21,0.0006066394761786,0.0005958171882281,0.6997999499874968,0.0006041420251131,0.6875,1722125997.4834864,43.868930122000165,20,CONTINUE,InProgress,3,MHc-130_MA-90,ttZ,Combined,ParticleNet,RMSprop,ReduceLROnPlateau,0.0001882165304864,52,0.0033278758312367,81,60.81387436599471
1,0.0006871743798255,0.0006875809012844,0.5687046761690423,0.0006871743798255,0.571,1722125998.3222768,9.615238238999154,0,CONTINUE,InProgress,5,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adam,ReduceLROnPlateau,0.0001752129278142,90,4.1373105303498606e-05,81,65.83189568200032
1,0.0006973728171536,0.000696193444547,0.5081270317579395,0.0006971006542444,0.50525,1722125998.3862643,9.550916542997584,0,CONTINUE,InProgress,6,MHc-130_MA-90,ttZ,Combined,ParticleNet,RMSprop,ReduceLROnPlateau,0.0069127308645847,42,0.0064814178485307,81,65.83191697200527
1,0.0006923065632581,0.0006930852314924,0.503313328332083,0.0006923065632581,0.5115,1722125998.543441,9.441988892009247,0,CONTINUE,InProgress,7,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adam,CyclicLR,0.0003491532505111,45,0.0051043539744932,81,65.83193313298398
22,0.0006025595071569,0.0005942994943407,0.6985496374093524,0.0006006533503532,0.68775,1722125998.9948993,45.38034308300121,21,CONTINUE,InProgress,3,MHc-130_MA-90,ttZ,Combined,ParticleNet,RMSprop,ReduceLROnPlateau,0.0001882165304864,52,0.0033278758312367,81,65.83195059600985
2,0.0006692507266998,0.0006692524133965,0.5935233808452113,0.0006692507266998,0.59125,1722125999.9572415,11.250203052011784,1,CONTINUE,InProgress,5,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adam,ReduceLROnPlateau,0.0001752129278142,90,4.1373105303498606e-05,81,65.83196515298914
2,0.0006915322615734,0.0006912860178178,0.5005001250312578,0.0006914754360914,0.497,1722125999.9923043,11.156957147002686,1,CONTINUE,InProgress,6,MHc-130_MA-90,ttZ,Combined,ParticleNet,RMSprop,ReduceLROnPlateau,0.0069127308645847,42,0.0064814178485307,81,65.8319792500115
2,0.0006901085674762,0.0006906998533104,0.5128157039259815,0.0006901085674762,0.51475,1722126000.1692672,11.06781525700353,1,CONTINUE,InProgress,7,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adam,CyclicLR,0.0003491532505111,45,0.0051043539744932,81,65.83199296600651
23,0.0006089269476809,0.0005965495398712,0.6936109027256814,0.0006060706228017,0.686,1722126001.0232215,47.40866561801522,22,CONTINUE,InProgress,3,MHc-130_MA-90,ttZ,Combined,ParticleNet,RMSprop,ReduceLROnPlateau,0.0001882165304864,52,0.0033278758312367,81,65.83200740299071
3,0.0006931565552949,0.0006938060728363,0.4994998749687422,0.0006931565552949,0.503,1722126002.0260563,13.190708698006349,2,CONTINUE,InProgress,6,MHc-130_MA-90,ttZ,Combined,ParticleNet,RMSprop,ReduceLROnPlateau,0.0069127308645847,42,0.0064814178485307,81,65.83202148901182
3,0.0006674842387437,0.0006675311597355,0.5982120530132533,0.0006674842387437,0.59875,1722126002.079672,13.37263363902457,2,CONTINUE,InProgress,5,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adam,ReduceLROnPlateau,0.0001752129278142,90,4.1373105303498606e-05,81,65.83203549598693
3,0.0006927850246429,0.0006944622008852,0.5351337834458615,0.0006927850246429,0.5385,1722126002.209381,13.10792909702286,2,CONTINUE,InProgress,7,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adam,CyclicLR,0.0003491532505111,45,0.0051043539744932,81,65.83204913200461
24,0.0006046747228691,0.0005908476789166,0.7080520130032508,0.0006014838665723,0.6855,1722126002.618903,49.0043469700031,23,CONTINUE,InProgress,3,MHc-130_MA-90,ttZ,Combined,ParticleNet,RMSprop,ReduceLROnPlateau,0.0001882165304864,52,0.0033278758312367,81,65.83206466099364
4,0.000809665001362,0.0008056140014546,0.5005001250312578,0.0008087301552295,0.497,1722126003.6632233,14.82787518700934,3,CONTINUE,InProgress,6,MHc-130_MA-90,ttZ,Combined,ParticleNet,RMSprop,ReduceLROnPlateau,0.0069127308645847,42,0.0064814178485307,81,70.8372017799993
4,0.0006648973077535,0.0006649086708782,0.6076519129782446,0.0006648973077535,0.59925,1722126003.7225718,15.015533649013378,3,CONTINUE,InProgress,5,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adam,ReduceLROnPlateau,0.0001752129278142,90,4.1373105303498606e-05,81,70.83722455298994
4,0.0006901118308305,0.0006926602856997,0.5580770192548137,0.0006901118308305,0.56625,1722126003.8039477,14.70249586601858,3,CONTINUE,InProgress,7,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adam,CyclicLR,0.0003491532505111,45,0.0051043539744932,81,70.83724012199673
25,0.0006131283473885,0.0005969893048482,0.6957364341085271,0.0006094039529561,0.67675,1722126004.2048595,50.59030323900515,24,CONTINUE,InProgress,3,MHc-130_MA-90,ttZ,Combined,ParticleNet,RMSprop,ReduceLROnPlateau,0.0001882165304864,52,0.0033278758312367,81,70.83725598198362
5,0.0006837719976902,0.0006858758380574,0.5390097524381096,0.0006837719976902,0.54675,1722126005.6606724,16.825324905017624,4,STOP,InProgress,6,MHc-130_MA-90,ttZ,Combined,ParticleNet,RMSprop,ReduceLROnPlateau,0.0069127308645847,42,0.0064814178485307,81,70.8373512320104
5,0.0006621276369621,0.0006611218979192,0.6126531632908228,0.0006618955433368,0.6035,1722126005.8049312,17.097892368008615,4,CONTINUE,InProgress,5,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adam,ReduceLROnPlateau,0.0001752129278142,90,4.1373105303498606e-05,81,70.83752814598847
5,0.0006785731613636,0.0006807771331818,0.5778319579894974,0.0006785731613636,0.58225,1722126005.8117862,16.7103341500042,4,STOP,InProgress,7,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adam,CyclicLR,0.0003491532505111,45,0.0051043539744932,81,70.83757070600404
26,0.0006027127704715,0.000590156587728,0.7023630907726932,0.0005998151898384,0.68675,1722126006.2598689,52.64531275100308,25,CONTINUE,InProgress,3,MHc-130_MA-90,ttZ,Combined,ParticleNet,RMSprop,ReduceLROnPlateau,0.0001882165304864,52,0.0033278758312367,81,70.83765901299194
