epoch,objective,train_loss,train_accuracy,valid_loss,valid_accuracy,st_worker_timestamp,st_worker_time,st_worker_iter,st_decision,st_status,trial_id,config_signal,config_background,config_channel,config_model,config_optimizer,config_scheduler,config_initLR,config_nNodes,config_weight_decay,config_max_epochs,config_penalty,st_tuner_time
1,0.0006370991457076,0.0006185292771884,0.664375,0.0006328137914339,0.6645238095238095,1724835474.499558,559.2072815340944,0,CONTINUE,InProgress,10,MHc-130_MA-90,ttZ,Combined,ParticleNetV2,Adam,ReduceLROnPlateau,0.0069203425599394,128,0.0004998225724625,81,0.3,605.4016145640053
1,0.0006525155667747,0.0006328494903587,0.6291904761904762,0.0006479772414479,0.6257619047619047,1724835478.3912406,563.0987148809945,0,CONTINUE,InProgress,8,MHc-130_MA-90,ttZ,Combined,ParticleNetV2,Adam,ExponentialLR,0.006950222797269,80,0.0009086419271386,81,0.3,610.4265384000028
1,0.0006412709032495,0.0006230757839622,0.6425357142857143,0.0006370720295679,0.6418095238095238,1724835478.413941,563.1212463900447,0,CONTINUE,InProgress,0,MHc-130_MA-90,ttZ,Combined,ParticleNetV2,Adam,ExponentialLR,0.001,32,0.0003162277660168,81,0.3,610.4265930580441
1,0.0006828023412043,0.0006652761722604,0.5668690476190477,0.0006787578406788,0.5633809523809524,1724835480.8841395,565.591233987012,0,CONTINUE,InProgress,4,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adam,CyclicLR,0.0001111160629864,84,0.0086547969131059,81,0.3,615.4286254970357
1,0.0006258806191739,0.0006065197104499,0.6638630952380953,0.0006214127171607,0.6630714285714285,1724835481.080696,560.9398897860665,0,CONTINUE,InProgress,7,MHc-130_MA-90,ttZ,Combined,ParticleNetV2,RMSprop,ReduceLROnPlateau,0.0002208091354021,104,0.0001282209783495,81,0.3,615.4286682419479
1,0.0006337751813942,0.0006154237584698,0.6546547619047619,0.0006295402376424,0.6541190476190476,1724835481.8484464,566.5555946140084,0,CONTINUE,InProgress,9,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adam,ExponentialLR,0.001328945533561,92,0.0090152804228075,81,0.3,615.4287076819455
1,0.0006423124034489,0.0006239928766375,0.6459107142857143,0.0006380848203386,0.6421190476190476,1724835482.2648518,566.9719339089934,0,CONTINUE,InProgress,3,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adam,ReduceLROnPlateau,0.0089831164320112,88,0.0034678088822664,81,0.3,615.428748455015
1,0.0006911418768621,0.0006725915145306,0.5550714285714285,0.0006868610240164,0.5536666666666666,1724835484.2311432,568.9382969629951,0,CONTINUE,InProgress,6,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adam,CyclicLR,0.0001007462363053,52,0.0046005987647777,81,0.3,615.4287860910408
1,0.0007020180035559,0.0006862190638979,0.5185892857142858,0.0006983720944041,0.5212619047619048,1724835484.767841,569.4751909129554,0,CONTINUE,InProgress,5,MHc-130_MA-90,ttZ,Combined,ParticleNetV2,Adadelta,ExponentialLR,0.001540590025151,84,0.0004915589503024,81,0.3,615.4288129929919
1,0.0007077321909722,0.0006965386243093,0.4903154761904762,0.0007051490602039,0.4979761904761904,1724835485.5880494,570.2950749200536,0,CONTINUE,InProgress,1,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adadelta,CyclicLR,0.0090820936725569,32,4.791392726960108e-05,81,0.3,620.4304857249372
1,0.000652551503302,0.0006339109458384,0.627827380952381,0.000648249836195,0.6249047619047619,1724835491.996244,576.7039840959478,0,CONTINUE,InProgress,11,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adam,ExponentialLR,0.0014511988805812,32,0.0032229858336753,81,0.3,625.4564532670192
1,0.0006282948037343,0.0006099870875477,0.6570416666666666,0.0006240699461528,0.6584761904761904,1724835503.9354427,588.642767822952,0,CONTINUE,InProgress,2,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adam,ReduceLROnPlateau,0.0048431859060531,52,3.362765123217097e-05,81,0.3,635.468329960946
2,0.00066341371962,0.0006466120197659,0.6153214285714286,0.000659536404269,0.616904761904762,1724835922.2582245,1006.965949109057,1,CONTINUE,InProgress,10,MHc-130_MA-90,ttZ,Combined,ParticleNetV2,Adam,ReduceLROnPlateau,0.0069203425599394,128,0.0004998225724625,81,0.3,1055.7303948969347
2,0.000685676227439,0.0006626004775365,0.5891964285714286,0.0006803510543845,0.583047619047619,1724835929.6176777,1014.3247742409584,1,CONTINUE,InProgress,4,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adam,CyclicLR,0.0001111160629864,84,0.0086547969131059,81,0.3,1060.7556169059826
2,0.0007211791237904,0.0006998577011483,0.5475119047619048,0.0007162587954884,0.5457857142857143,1724835930.3415604,1015.0490365859588,1,CONTINUE,InProgress,8,MHc-130_MA-90,ttZ,Combined,ParticleNetV2,Adam,ExponentialLR,0.006950222797269,80,0.0009086419271386,81,0.3,1065.7575999239923
2,0.0006248389756395,0.0006067798563412,0.6662440476190477,0.0006206714865707,0.6679285714285714,1724835933.9075372,1018.614686661982,1,CONTINUE,InProgress,9,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adam,ExponentialLR,0.001328945533561,92,0.0090152804228075,81,0.3,1065.7576457950054
2,0.0006295013511819,0.0006108384519105,0.6590595238095238,0.0006251945282731,0.6585238095238095,1724835934.524291,1019.2315982980654,1,CONTINUE,InProgress,0,MHc-130_MA-90,ttZ,Combined,ParticleNetV2,Adam,ExponentialLR,0.001,32,0.0003162277660168,81,0.3,1065.7576809249583
2,0.0006932938252531,0.0006749211241092,0.5667321428571429,0.0006890539711429,0.5644047619047619,1724835936.0074365,1020.7145246840082,1,CONTINUE,InProgress,3,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adam,ReduceLROnPlateau,0.0089831164320112,88,0.0034678088822664,81,0.3,1070.7593695729738
2,0.0007068806063206,0.0006953649205111,0.4915535714285714,0.0007042231403646,0.5,1724835937.53155,1022.2385754419956,1,CONTINUE,InProgress,1,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adadelta,CyclicLR,0.0090820936725569,32,4.791392726960108e-05,81,0.3,1070.7619026899338
2,0.0006163461507785,0.0005985605092275,0.6760416666666667,0.0006122417719591,0.6772380952380952,1724835938.3776176,1018.2368136110016,1,CONTINUE,InProgress,7,MHc-130_MA-90,ttZ,Combined,ParticleNetV2,RMSprop,ReduceLROnPlateau,0.0002208091354021,104,0.0001282209783495,81,0.3,1070.7619392540073
2,0.0006810619607567,0.0006610427463338,0.5768095238095238,0.0006764421420437,0.572595238095238,1724835940.0632837,1024.770437226049,1,CONTINUE,InProgress,6,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adam,CyclicLR,0.0001007462363053,52,0.0046005987647777,81,0.3,1070.7619646210223
2,0.0007022445075923,0.0006863038884032,0.5180892857142857,0.000698565903164,0.5203571428571429,1724835944.6898203,1029.3971718699904,1,CONTINUE,InProgress,5,MHc-130_MA-90,ttZ,Combined,ParticleNetV2,Adadelta,ExponentialLR,0.001540590025151,84,0.0004915589503024,81,0.3,1075.785446526017
2,0.0006371212837596,0.0006194881573319,0.649125,0.0006330521007378,0.6490476190476191,1724835956.1113515,1040.819096468971,1,CONTINUE,InProgress,11,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adam,ExponentialLR,0.0014511988805812,32,0.0032229858336753,81,0.3,1090.7991302909795
2,0.0006126674086565,0.0005953706311328,0.6788809523809524,0.0006086758446125,0.6799761904761905,1724835963.8061707,1048.513495676918,1,CONTINUE,InProgress,2,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adam,ReduceLROnPlateau,0.0048431859060531,52,3.362765123217097e-05,81,0.3,1095.8312004449544
3,0.0006441128437717,0.0006271236489216,0.6385595238095239,0.0006401922603448,0.6392857142857142,1724836374.5161672,1459.223891703994,2,CONTINUE,InProgress,10,MHc-130_MA-90,ttZ,Combined,ParticleNetV2,Adam,ReduceLROnPlateau,0.0069203425599394,128,0.0004998225724625,81,0.3,1506.0834154189797
3,0.0006664181493577,0.0006470744794323,0.6139940476190476,0.0006619542255288,0.6139523809523809,1724836378.0082457,1462.715341491974,2,CONTINUE,InProgress,4,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adam,CyclicLR,0.0001111160629864,84,0.0086547969131059,81,0.3,1511.1107443410438
3,0.0006844785443019,0.0006661899256564,0.5862797619047619,0.0006802580938452,0.5832619047619048,1724836383.5435667,1468.2506536520086,2,CONTINUE,InProgress,3,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adam,ReduceLROnPlateau,0.0089831164320112,88,0.0034678088822664,81,0.3,1516.1127651890274
3,0.0006184341040395,0.0005999432546751,0.6759047619047619,0.0006141669849554,0.6749047619047619,1724836385.2994883,1470.0066388030536,2,CONTINUE,InProgress,9,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adam,ExponentialLR,0.001328945533561,92,0.0090152804228075,81,0.3,1516.1128132890444
3,0.000693824938046,0.0006739328343953,0.5845119047619047,0.0006892344525882,0.5827380952380953,1724836387.459843,1472.167319637956,2,CONTINUE,InProgress,8,MHc-130_MA-90,ttZ,Combined,ParticleNetV2,Adam,ExponentialLR,0.006950222797269,80,0.0009086419271386,81,0.3,1521.1150005059317
3,0.0007062841024781,0.0006945198728215,0.4927321428571428,0.0007035692802497,0.5013571428571428,1724836388.4868531,1473.1938815689646,2,CONTINUE,InProgress,1,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adadelta,CyclicLR,0.0090820936725569,32,4.791392726960108e-05,81,0.3,1521.118424423039
3,0.0006246861955239,0.0006052539157015,0.6657142857142857,0.0006202018232572,0.666,1724836396.382374,1481.0896824550582,2,CONTINUE,InProgress,0,MHc-130_MA-90,ttZ,Combined,ParticleNetV2,Adam,ExponentialLR,0.001,32,0.0003162277660168,81,0.3,1531.1493258649716
3,0.0006696853211947,0.0006501855722495,0.6017559523809524,0.0006651853791304,0.6017857142857143,1724836396.7024016,1481.4095618160209,2,CONTINUE,InProgress,6,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adam,CyclicLR,0.0001007462363053,52,0.0046005987647777,81,0.3,1531.1493710000068
3,0.0006113367754433,0.0005914086241807,0.6856964285714285,0.0006067379713058,0.6830238095238095,1724836402.0473447,1481.906540642958,2,CONTINUE,InProgress,7,MHc-130_MA-90,ttZ,Combined,ParticleNetV2,RMSprop,ReduceLROnPlateau,0.0002208091354021,104,0.0001282209783495,81,0.3,1536.1514939690242
3,0.0007017009441696,0.0006861149785774,0.5186726190476191,0.0006981041828791,0.5201904761904762,1724836412.633614,1497.340963842929,2,CONTINUE,InProgress,5,MHc-130_MA-90,ttZ,Combined,ParticleNetV2,Adadelta,ExponentialLR,0.001540590025151,84,0.0004915589503024,81,0.3,1546.189866503002
3,0.0006267399252525,0.0006099414424527,0.6632440476190476,0.0006228633522987,0.6631666666666667,1724836419.428861,1504.1366047629854,2,CONTINUE,InProgress,11,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adam,ExponentialLR,0.0014511988805812,32,0.0032229858336753,81,0.3,1551.1918739009416
3,0.0006186300160629,0.0006009176181895,0.673625,0.0006145425396306,0.6715952380952381,1724836421.06343,1505.7707635179397,2,CONTINUE,InProgress,2,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adam,ReduceLROnPlateau,0.0048431859060531,52,3.362765123217097e-05,81,0.3,1556.2198562800186
4,0.0006517300947791,0.0006360722198372,0.6280416666666667,0.0006481167390232,0.6298571428571429,1724836824.3340387,1909.04113426595,3,CONTINUE,InProgress,4,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adam,CyclicLR,0.0001111160629864,84,0.0086547969131059,81,0.3,1956.4636405459603
4,0.0006286820124657,0.0006107907348445,0.659422619047619,0.0006245532560916,0.6594523809523809,1724836824.6832433,1909.3909679710632,3,CONTINUE,InProgress,10,MHc-130_MA-90,ttZ,Combined,ParticleNetV2,Adam,ReduceLROnPlateau,0.0069203425599394,128,0.0004998225724625,81,0.3,1956.4666475229897
4,0.0007421937395774,0.0007211679358567,0.5491428571428572,0.0007373416310264,0.545952380952381,1724836832.529896,1917.2369822730543,3,CONTINUE,InProgress,3,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adam,ReduceLROnPlateau,0.0089831164320112,88,0.0034678088822664,81,0.3,1966.502008849988
4,0.0006202156534507,0.0006003162158387,0.6765535714285714,0.0006156234755402,0.674047619047619,1724836835.699397,1920.4065456789683,3,CONTINUE,InProgress,9,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adam,ExponentialLR,0.001328945533561,92,0.0090152804228075,81,0.3,1966.5020533190109
4,0.0007039910814591,0.0006922649883088,0.4984345238095238,0.0007012850599629,0.5052857142857143,1724836840.117345,1924.8243751740083,3,CONTINUE,InProgress,1,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adadelta,CyclicLR,0.0090820936725569,32,4.791392726960108e-05,81,0.3,1971.504854692961
4,0.0006923326455766,0.0006709758869948,0.5811488095238095,0.0006874041628269,0.5783095238095238,1724836841.7159488,1926.423425684916,3,CONTINUE,InProgress,8,MHc-130_MA-90,ttZ,Combined,ParticleNetV2,Adam,ExponentialLR,0.006950222797269,80,0.0009086419271386,81,0.3,1976.553447462968
4,0.0006593657402765,0.0006412370588098,0.6180595238095238,0.0006551821983995,0.6184761904761905,1724836853.3956437,1938.1028049070155,3,CONTINUE,InProgress,6,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adam,CyclicLR,0.0001007462363053,52,0.0046005987647777,81,0.3,1986.5581972360376
4,0.0006196203650108,0.0006003670248956,0.6738809523809524,0.0006151772865227,0.6730714285714285,1724836855.2488804,1939.956185368006,3,CONTINUE,InProgress,0,MHc-130_MA-90,ttZ,Combined,ParticleNetV2,Adam,ExponentialLR,0.001,32,0.0003162277660168,81,0.3,1986.5620780820027
4,0.0006016056330431,0.000582235141879,0.6981547619047619,0.0005971355196975,0.6938333333333333,1724836858.7672796,1938.6264750990083,3,CONTINUE,InProgress,7,MHc-130_MA-90,ttZ,Combined,ParticleNetV2,RMSprop,ReduceLROnPlateau,0.0002208091354021,104,0.0001282209783495,81,0.3,1991.5943443559809
4,0.0007016442208417,0.0006855629331299,0.5187678571428571,0.0006979331544467,0.5218333333333334,1724836874.414629,1959.1219802029664,3,CONTINUE,InProgress,5,MHc-130_MA-90,ttZ,Combined,ParticleNetV2,Adadelta,ExponentialLR,0.001540590025151,84,0.0004915589503024,81,0.3,2006.608622738044
4,0.0006036781417117,0.0005867477850545,0.692375,0.0005997711363292,0.6903095238095238,1724836879.5383108,1964.2456375169568,3,CONTINUE,InProgress,2,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adam,ReduceLROnPlateau,0.0048431859060531,52,3.362765123217097e-05,81,0.3,2011.6418502309823
4,0.0006194325673438,0.0006019038962466,0.6731369047619048,0.0006153874893983,0.6714761904761904,1724836881.1017275,1965.8094715289767,3,CONTINUE,InProgress,11,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adam,ExponentialLR,0.0014511988805812,32,0.0032229858336753,81,0.3,2011.6418957760325
5,0.0006444303543794,0.0006293731714997,0.6352380952380953,0.0006409556198687,0.6382380952380953,1724837269.5657828,2354.2728783289203,4,CONTINUE,InProgress,4,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adam,CyclicLR,0.0001111160629864,84,0.0086547969131059,81,0.3,2401.895539265941
5,0.0006333672666478,0.0006166671468388,0.6526964285714286,0.0006295133928457,0.6546428571428572,1724837272.6879869,2357.39571142802,4,CONTINUE,InProgress,10,MHc-130_MA-90,ttZ,Combined,ParticleNetV2,Adam,ReduceLROnPlateau,0.0069203425599394,128,0.0004998225724625,81,0.3,2406.934734222945
5,0.0006381179261775,0.0006213663192022,0.6472916666666667,0.0006342521707216,0.6466904761904761,1724837280.69214,2365.399226765032,4,STOP,InProgress,3,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adam,ReduceLROnPlateau,0.0089831164320112,88,0.0034678088822664,81,0.3,2411.9371086120373
5,0.0007035508130987,0.0006914973294451,0.4998988095238095,0.0007007692399479,0.5075,1724837290.635561,2375.3425903780158,4,STOP,InProgress,1,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adadelta,CyclicLR,0.0090820936725569,32,4.791392726960108e-05,81,0.3,2422.284455316956
5,0.0007143715944318,0.0006926136634179,0.5649821428571429,0.0007093505334286,0.5625714285714286,1724837294.842666,2379.5501421429217,4,STOP,InProgress,8,MHc-130_MA-90,ttZ,Combined,ParticleNetV2,Adam,ExponentialLR,0.006950222797269,80,0.0009086419271386,81,0.3,2427.783907737001
5,0.0006092000735657,0.0005933736591112,0.6856488095238096,0.0006055478240762,0.6876428571428571,1724837297.3703578,2382.07750828797,4,CONTINUE,InProgress,9,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adam,ExponentialLR,0.001328945533561,92,0.0090152804228075,81,0.3,2428.0063835299807
5,0.0006561332772885,0.000638161810381,0.6230714285714286,0.0006519860156944,0.625,1724837306.2999852,2391.007145617041,4,STOP,InProgress,6,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adam,CyclicLR,0.0001007462363053,52,0.0046005987647777,81,0.3,2438.010439225007
5,0.0006183474110705,0.0005985591170333,0.676875,0.0006137808816773,0.6765,1724837310.766997,2395.474305404001,4,CONTINUE,InProgress,0,MHc-130_MA-90,ttZ,Combined,ParticleNetV2,Adam,ExponentialLR,0.001,32,0.0003162277660168,81,0.3,2443.470600459957
5,0.0005999763462869,0.0005813551059081,0.6974821428571428,0.0005956791369687,0.6941904761904761,1724837314.1907418,2394.0499370830366,4,CONTINUE,InProgress,7,MHc-130_MA-90,ttZ,Combined,ParticleNetV2,RMSprop,ReduceLROnPlateau,0.0002208091354021,104,0.0001282209783495,81,0.3,2448.482935760985
5,0.0007007905370777,0.0006850670033267,0.5209940476190477,0.000697162029289,0.5234047619047619,1724837332.3556612,2417.06301203894,4,STOP,InProgress,5,MHc-130_MA-90,ttZ,Combined,ParticleNetV2,Adadelta,ExponentialLR,0.001540590025151,84,0.0004915589503024,81,0.3,2463.488558736979
5,0.0006029093954889,0.0005848458590252,0.6938869047619047,0.0005987408870742,0.6930952380952381,1724837333.8508615,2418.5581877029035,4,CONTINUE,InProgress,2,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adam,ReduceLROnPlateau,0.0048431859060531,52,3.362765123217097e-05,81,0.3,2469.035805371008
5,0.0006182002364524,0.0006007193202773,0.674172619047619,0.0006141661788736,0.6724285714285714,1724837340.4789324,2425.1866758159595,4,CONTINUE,InProgress,11,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adam,ExponentialLR,0.0014511988805812,32,0.0032229858336753,81,0.3,2474.038159296033
6,0.0006409016007823,0.0006258417414057,0.642,0.0006374262486185,0.6434285714285715,1724837684.160282,2768.8673790959874,5,CONTINUE,InProgress,4,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adam,CyclicLR,0.0001111160629864,84,0.0086547969131059,81,0.3,2819.269814293948
6,0.0006762226059678,0.0006596161400278,0.5863869047619048,0.000672390344597,0.587,1724837691.5557835,2776.26350801799,5,CONTINUE,InProgress,10,MHc-130_MA-90,ttZ,Combined,ParticleNetV2,Adam,ReduceLROnPlateau,0.0069203425599394,128,0.0004998225724625,81,0.3,2824.304276986979
6,0.0006118060760909,0.0005933717237341,0.682970238095238,0.0006075519947778,0.6818095238095238,1724837738.784473,2823.4917796250666,5,CONTINUE,InProgress,0,MHc-130_MA-90,ttZ,Combined,ParticleNetV2,Adam,ExponentialLR,0.001,32,0.0003162277660168,81,0.3,2869.337464467972
6,0.0006098439132528,0.0005933951433925,0.6859226190476191,0.000606048043285,0.6885,1724837739.6968913,2824.404042126029,5,CONTINUE,InProgress,9,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adam,ExponentialLR,0.001328945533561,92,0.0090152804228075,81,0.3,2874.380185534013
6,0.0006008463076892,0.0005815751914467,0.6988214285714286,0.0005963991270178,0.6949761904761905,1724837752.7338238,2832.5930186089827,5,CONTINUE,InProgress,7,MHc-130_MA-90,ttZ,Combined,ParticleNetV2,RMSprop,ReduceLROnPlateau,0.0002208091354021,104,0.0001282209783495,81,0.3,2884.384371779044
6,0.0006017775660824,0.0005844248763862,0.6928452380952381,0.0005977730992294,0.6927619047619048,1724837778.3935454,2863.1008718709927,5,CONTINUE,InProgress,2,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adam,ReduceLROnPlateau,0.0048431859060531,52,3.362765123217097e-05,81,0.3,2909.444480831968
6,0.0006132656291127,0.0005953456553674,0.6813630952380952,0.0006091302505561,0.6799285714285714,1724837788.0065763,2872.714320436004,5,CONTINUE,InProgress,11,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adam,ExponentialLR,0.0014511988805812,32,0.0032229858336753,81,0.3,2919.4815832170425
